agent_id,role,ward,position,alt
505,PATIENT,5,14140,T
550,PATIENT,0,14140,T
755,HCW,5,14140,T
775,HCW,5,14140,T
788,HCW,8,14140,T
945,HCW,5,14140,T
115,PATIENT,5,14140,T
837,HCW,7,14140,T
950,HCW,0,14140,T
742,HCW,2,14154,T
713,HCW,3,14186,T
968,HCW,8,14215,T
358,PATIENT,8,14215,T
848,HCW,8,14215,T
558,PATIENT,8,14215,T
705,HCW,5,14231,T
350,PATIENT,0,14266,T
204,PATIENT,4,14283,T
674,PATIENT,4,14308,T
382,PATIENT,2,14459,T
474,PATIENT,4,14461,T
557,PATIENT,7,14494,T
792,HCW,2,14515,T
612,PATIENT,2,14515,T
12,PATIENT,2,14515,T
762,HCW,2,14515,T
142,PATIENT,2,14515,T
742,HCW,2,14515,T
283,PATIENT,3,14547,T
182,PATIENT,2,14591,T
985,HCW,5,14645,T
953,HCW,3,14667,T
225,PATIENT,5,14694,T
547,PATIENT,7,14696,T
614,PATIENT,4,14708,T
654,PATIENT,4,14714,T
404,PATIENT,4,14718,T
451,PATIENT,1,14721,T
898,HCW,8,14813,T
523,PATIENT,3,14860,T
793,HCW,3,14860,T
103,PATIENT,3,14860,T
503,PATIENT,3,14860,T
563,PATIENT,3,14860,T
869,HCW,9,14860,T
153,PATIENT,3,14860,T
893,HCW,3,14860,T
68,PATIENT,8,14877,T
79,PATIENT,9,14881,T
551,PATIENT,1,14908,T
531,PATIENT,1,14919,T
925,HCW,5,14926,T
505,PATIENT,5,14926,T
960,HCW,0,14935,T
920,HCW,0,14935,T
509,PATIENT,9,14935,T
250,PATIENT,0,14935,T
450,PATIENT,0,14935,T
480,PATIENT,0,14935,T
650,PATIENT,0,14935,T
670,PATIENT,0,14935,T
133,PATIENT,3,14971,T
333,PATIENT,3,14971,T
278,PATIENT,8,14976,T
78,PATIENT,8,14976,T
738,HCW,8,14976,T
478,PATIENT,8,14976,T
678,PATIENT,8,14976,T
698,PATIENT,8,14976,T
68,PATIENT,8,14976,T
638,PATIENT,8,14976,T
248,PATIENT,8,14976,T
688,PATIENT,8,14976,T
218,PATIENT,8,14976,T
235,PATIENT,5,14976,T
338,PATIENT,8,14976,T
368,PATIENT,8,14976,T
438,PATIENT,8,14976,T
468,PATIENT,8,14976,T
868,HCW,8,14976,T
15,PATIENT,5,14976,T
88,PATIENT,8,14976,T
328,PATIENT,8,14976,T
378,PATIENT,8,14976,T
428,PATIENT,8,14976,T
435,PATIENT,5,14976,T
498,PATIENT,8,14976,T
846,HCW,6,14976,T
938,HCW,8,14976,T
168,PATIENT,8,14976,T
208,PATIENT,8,14976,T
238,PATIENT,8,14976,T
268,PATIENT,8,14976,T
318,PATIENT,8,14976,T
448,PATIENT,8,14976,T
608,PATIENT,8,14976,T
768,HCW,8,14976,T
18,PATIENT,8,14976,T
95,PATIENT,5,14976,T
98,PATIENT,8,14976,T
138,PATIENT,8,14976,T
295,PATIENT,5,14976,T
618,PATIENT,8,14976,T
136,PATIENT,6,14976,T
598,PATIENT,8,14976,T
708,HCW,8,14976,T
798,HCW,8,14976,T
808,HCW,8,14976,T
821,HCW,1,14976,T
28,PATIENT,8,14976,T
398,PATIENT,8,14976,T
819,HCW,9,14976,T
118,PATIENT,8,14976,T
128,PATIENT,8,14976,T
288,PATIENT,8,14976,T
298,PATIENT,8,14976,T
308,PATIENT,8,14976,T
445,PATIENT,5,14976,T
518,PATIENT,8,14976,T
726,HCW,6,14976,T
925,HCW,5,14976,T
928,HCW,8,14976,T
968,HCW,8,14976,T
978,HCW,8,14976,T
48,PATIENT,8,14976,T
405,PATIENT,5,14976,T
648,PATIENT,8,14976,T
658,PATIENT,8,14976,T
695,PATIENT,5,14976,T
867,HCW,7,14976,T
957,HCW,7,14976,T
965,HCW,5,14976,T
38,PATIENT,8,14976,T
178,PATIENT,8,14976,T
228,PATIENT,8,14976,T
348,PATIENT,8,14976,T
358,PATIENT,8,14976,T
508,PATIENT,8,14976,T
588,PATIENT,8,14976,T
748,HCW,8,14976,T
758,HCW,8,14976,T
918,HCW,8,14976,T
998,HCW,8,14976,T
388,PATIENT,8,14976,T
408,PATIENT,8,14976,T
528,PATIENT,8,14976,T
605,PATIENT,5,14976,T
108,PATIENT,8,14976,T
188,PATIENT,8,14976,T
536,PATIENT,6,14976,T
645,PATIENT,5,14976,T
718,HCW,8,14976,T
858,HCW,8,14976,T
8,PATIENT,8,14976,T
245,PATIENT,5,14976,T
275,PATIENT,5,14976,T
665,PATIENT,5,14976,T
885,HCW,5,14976,T
988,HCW,8,14976,T
5,PATIENT,5,14976,T
45,PATIENT,5,14976,T
105,PATIENT,5,14976,T
158,PATIENT,8,14976,T
215,PATIENT,5,14976,T
835,HCW,5,14976,T
838,HCW,8,14976,T
848,HCW,8,14976,T
148,PATIENT,8,14976,T
205,PATIENT,5,14976,T
265,PATIENT,5,14976,T
548,PATIENT,8,14976,T
778,HCW,8,14976,T
875,HCW,5,14976,T
198,PATIENT,8,14976,T
555,PATIENT,5,14976,T
628,PATIENT,8,14976,T
797,HCW,7,14976,T
967,HCW,7,14976,T
995,HCW,5,14976,T
65,PATIENT,5,14976,T
458,PATIENT,8,14976,T
465,PATIENT,5,14976,T
558,PATIENT,8,14976,T
905,HCW,5,14976,T
505,PATIENT,5,14976,T
755,HCW,5,14976,T
775,HCW,5,14976,T
788,HCW,8,14976,T
264,PATIENT,4,15045,T
549,PATIENT,9,15153,T
656,PATIENT,6,15176,T
806,HCW,6,15176,T
31,PATIENT,1,15177,T
341,PATIENT,1,15177,T
957,HCW,7,15224,T
348,PATIENT,8,15224,T
148,PATIENT,8,15224,T
548,PATIENT,8,15224,T
823,HCW,3,15264,T
513,PATIENT,3,15347,T
873,HCW,3,15347,T
628,PATIENT,8,15397,T
212,PATIENT,2,15430,T
472,PATIENT,2,15430,T
402,PATIENT,2,15430,T
932,HCW,2,15430,T
202,PATIENT,2,15430,T
639,PATIENT,9,15453,T
892,HCW,2,15484,T
1,PATIENT,1,15491,T
844,HCW,4,15501,T
457,PATIENT,7,15555,T
382,PATIENT,2,15591,T
159,PATIENT,9,15608,T
344,PATIENT,4,15621,T
301,PATIENT,1,15633,T
156,PATIENT,6,15658,T
41,PATIENT,1,15667,T
431,PATIENT,1,15667,T
331,PATIENT,1,15667,T
231,PATIENT,1,15667,T
631,PATIENT,1,15667,T
531,PATIENT,1,15667,T
131,PATIENT,1,15667,T
661,PATIENT,1,15667,T
31,PATIENT,1,15667,T
911,HCW,1,15667,T
971,HCW,1,15667,T
341,PATIENT,1,15667,T
796,HCW,6,15667,T
586,PATIENT,6,15667,T
337,PATIENT,7,15667,T
386,PATIENT,6,15667,T
526,PATIENT,6,15667,T
186,PATIENT,6,15667,T
326,PATIENT,6,15667,T
627,PATIENT,7,15693,T
329,PATIENT,9,15701,T
400,PATIENT,0,15702,T
217,PATIENT,7,15705,T
422,PATIENT,2,15710,T
458,PATIENT,8,15718,T
168,PATIENT,8,15735,T
845,HCW,5,15745,T
987,HCW,7,15751,T
937,HCW,7,15751,T
245,PATIENT,5,15759,T
314,PATIENT,4,15795,T
909,HCW,9,15805,T
28,PATIENT,8,15813,T
628,PATIENT,8,15813,T
492,PATIENT,2,15817,T
979,HCW,9,15819,T
67,PATIENT,7,15829,T
667,PATIENT,7,15829,T
467,PATIENT,7,15829,T
267,PATIENT,7,15829,T
188,PATIENT,8,15842,T
760,HCW,0,15904,T
860,HCW,0,15904,T
190,PATIENT,0,15920,T
784,HCW,4,15922,T
911,HCW,1,15945,T
509,PATIENT,9,15956,T
856,HCW,6,16017,T
684,PATIENT,4,16079,T
432,PATIENT,2,16087,T
713,HCW,3,16095,T
389,PATIENT,9,16192,T
189,PATIENT,9,16192,T
194,PATIENT,4,16234,T
465,PATIENT,5,16247,T
72,PATIENT,2,16250,T
160,PATIENT,0,16270,T
747,HCW,7,16270,T
470,PATIENT,0,16270,T
118,PATIENT,8,16307,T
518,PATIENT,8,16307,T
966,HCW,6,16345,T
946,HCW,6,16403,T
314,PATIENT,4,16477,T
110,PATIENT,0,16487,T
764,HCW,4,16489,T
13,PATIENT,3,16490,T
508,PATIENT,8,16545,T
108,PATIENT,8,16545,T
980,HCW,0,16597,T
351,PATIENT,1,16611,T
458,PATIENT,8,16640,T
961,HCW,1,16705,T
77,PATIENT,7,16708,T
53,PATIENT,3,16730,T
902,HCW,2,16731,T
837,HCW,7,16744,T
385,PATIENT,5,16792,T
945,HCW,5,16792,T
386,PATIENT,6,16805,T
248,PATIENT,8,16812,T
938,HCW,8,16812,T
748,HCW,8,16812,T
718,HCW,8,16812,T
838,HCW,8,16812,T
436,PATIENT,6,16843,T
865,HCW,5,16886,T
793,HCW,3,16887,T
707,HCW,7,17172,T
807,HCW,7,17172,T
872,HCW,2,17219,T
622,PATIENT,2,17224,T
835,HCW,5,17244,T
424,PATIENT,4,17253,T
596,PATIENT,6,17258,T
351,PATIENT,1,17274,T
604,PATIENT,4,17352,T
577,PATIENT,7,17369,T
647,PATIENT,7,17403,T
47,PATIENT,7,17403,T
447,PATIENT,7,17403,T
247,PATIENT,7,17403,T
767,HCW,7,17403,T
785,HCW,5,17411,T
909,HCW,9,17449,T
966,HCW,6,17493,T
243,PATIENT,3,17493,T
453,PATIENT,3,17493,T
53,PATIENT,3,17493,T
653,PATIENT,3,17493,T
253,PATIENT,3,17493,T
116,PATIENT,6,17493,T
466,PATIENT,6,17493,T
516,PATIENT,6,17493,T
983,HCW,3,17493,T
666,PATIENT,6,17493,T
181,PATIENT,1,17498,T
473,PATIENT,3,17562,T
648,PATIENT,8,17605,T
528,PATIENT,8,17616,T
241,PATIENT,1,17668,T
441,PATIENT,1,17668,T
91,PATIENT,1,17668,T
651,PATIENT,1,17668,T
891,HCW,1,17668,T
41,PATIENT,1,17668,T
431,PATIENT,1,17668,T
691,PATIENT,1,17668,T
381,PATIENT,1,17668,T
331,PATIENT,1,17668,T
491,PATIENT,1,17668,T
991,HCW,1,17668,T
231,PATIENT,1,17668,T
501,PATIENT,1,17668,T
81,PATIENT,1,17668,T
181,PATIENT,1,17668,T
221,PATIENT,1,17668,T
631,PATIENT,1,17668,T
641,PATIENT,1,17668,T
763,HCW,3,17668,T
901,HCW,1,17668,T
981,HCW,1,17668,T
451,PATIENT,1,17668,T
521,PATIENT,1,17668,T
581,PATIENT,1,17668,T
591,PATIENT,1,17668,T
671,PATIENT,1,17668,T
791,HCW,1,17668,T
951,HCW,1,17668,T
111,PATIENT,1,17668,T
271,PATIENT,1,17668,T
301,PATIENT,1,17668,T
421,PATIENT,1,17668,T
481,PATIENT,1,17668,T
601,PATIENT,1,17668,T
961,HCW,1,17668,T
51,PATIENT,1,17668,T
223,PATIENT,3,17668,T
311,PATIENT,1,17668,T
511,PATIENT,1,17668,T
531,PATIENT,1,17668,T
801,HCW,1,17668,T
904,HCW,4,17668,T
561,PATIENT,1,17668,T
681,PATIENT,1,17668,T
701,HCW,1,17668,T
761,HCW,1,17668,T
1,PATIENT,1,17668,T
131,PATIENT,1,17668,T
161,PATIENT,1,17668,T
261,PATIENT,1,17668,T
278,PATIENT,8,17668,T
321,PATIENT,1,17668,T
361,PATIENT,1,17668,T
391,PATIENT,1,17668,T
414,PATIENT,4,17668,T
623,PATIENT,3,17668,T
661,PATIENT,1,17668,T
811,HCW,1,17668,T
866,HCW,6,17668,T
31,PATIENT,1,17668,T
439,PATIENT,9,17668,T
471,PATIENT,1,17668,T
494,PATIENT,4,17668,T
541,PATIENT,1,17668,T
663,PATIENT,3,17668,T
823,HCW,3,17668,T
841,HCW,1,17668,T
911,HCW,1,17668,T
931,HCW,1,17668,T
11,PATIENT,1,17668,T
101,PATIENT,1,17668,T
191,PATIENT,1,17668,T
211,PATIENT,1,17668,T
239,PATIENT,9,17668,T
313,PATIENT,3,17668,T
393,PATIENT,3,17668,T
871,HCW,1,17668,T
21,PATIENT,1,17668,T
78,PATIENT,8,17668,T
234,PATIENT,4,17668,T
279,PATIENT,9,17668,T
513,PATIENT,3,17668,T
603,PATIENT,3,17668,T
614,PATIENT,4,17668,T
722,HCW,2,17668,T
779,HCW,9,17668,T
61,PATIENT,1,17668,T
113,PATIENT,3,17668,T
159,PATIENT,9,17668,T
214,PATIENT,4,17668,T
274,PATIENT,4,17668,T
371,PATIENT,1,17668,T
423,PATIENT,3,17668,T
461,PATIENT,1,17668,T
504,PATIENT,4,17668,T
593,PATIENT,3,17668,T
611,PATIENT,1,17668,T
738,HCW,8,17668,T
832,HCW,2,17668,T
921,HCW,1,17668,T
966,HCW,6,17668,T
52,PATIENT,2,17668,T
243,PATIENT,3,17668,T
257,PATIENT,7,17668,T
323,PATIENT,3,17668,T
359,PATIENT,9,17668,T
401,PATIENT,1,17668,T
434,PATIENT,4,17668,T
459,PATIENT,9,17668,T
523,PATIENT,3,17668,T
639,PATIENT,9,17668,T
694,PATIENT,4,17668,T
696,PATIENT,6,17668,T
753,HCW,3,17668,T
813,HCW,3,17668,T
814,HCW,4,17668,T
971,HCW,1,17668,T
14,PATIENT,4,17668,T
37,PATIENT,7,17668,T
114,PATIENT,4,17668,T
151,PATIENT,1,17668,T
195,PATIENT,5,17668,T
294,PATIENT,4,17668,T
411,PATIENT,1,17668,T
478,PATIENT,8,17668,T
571,PATIENT,1,17668,T
678,PATIENT,8,17668,T
698,PATIENT,8,17668,T
751,HCW,1,17668,T
903,HCW,3,17668,T
3,PATIENT,3,17668,T
9,PATIENT,9,17668,T
23,PATIENT,3,17668,T
33,PATIENT,3,17668,T
39,PATIENT,9,17668,T
68,PATIENT,8,17668,T
96,PATIENT,6,17668,T
133,PATIENT,3,17668,T
184,PATIENT,4,17668,T
201,PATIENT,1,17668,T
209,PATIENT,9,17668,T
383,PATIENT,3,17668,T
433,PATIENT,3,17668,T
452,PATIENT,2,17668,T
463,PATIENT,3,17668,T
479,PATIENT,9,17668,T
496,PATIENT,6,17668,T
529,PATIENT,9,17668,T
638,PATIENT,8,17668,T
719,HCW,9,17668,T
741,HCW,1,17668,T
793,HCW,3,17668,T
831,HCW,1,17668,T
939,HCW,9,17668,T
960,HCW,0,17668,T
0,PATIENT,0,17668,T
63,PATIENT,3,17668,T
79,PATIENT,9,17668,T
99,PATIENT,9,17668,T
163,PATIENT,3,17668,T
193,PATIENT,3,17668,T
222,PATIENT,2,17668,T
248,PATIENT,8,17668,T
341,PATIENT,1,17668,T
351,PATIENT,1,17668,T
376,PATIENT,6,17668,T
444,PATIENT,4,17668,T
449,PATIENT,9,17668,T
454,PATIENT,4,17668,T
457,PATIENT,7,17668,T
551,PATIENT,1,17668,T
594,PATIENT,4,17668,T
609,PATIENT,9,17668,T
637,PATIENT,7,17668,T
643,PATIENT,3,17668,T
652,PATIENT,2,17668,T
679,PATIENT,9,17668,T
688,PATIENT,8,17668,T
706,HCW,6,17668,T
711,HCW,1,17668,T
723,HCW,3,17668,T
861,HCW,1,17668,T
949,HCW,9,17668,T
963,HCW,3,17668,T
19,PATIENT,9,17668,T
34,PATIENT,4,17668,T
59,PATIENT,9,17668,T
74,PATIENT,4,17668,T
94,PATIENT,4,17668,T
104,PATIENT,4,17668,T
123,PATIENT,3,17668,T
129,PATIENT,9,17668,T
167,PATIENT,7,17668,T
197,PATIENT,7,17668,T
207,PATIENT,7,17668,T
218,PATIENT,8,17668,T
235,PATIENT,5,17668,T
244,PATIENT,4,17668,T
252,PATIENT,2,17668,T
259,PATIENT,9,17668,T
264,PATIENT,4,17668,T
296,PATIENT,6,17668,T
338,PATIENT,8,17668,T
368,PATIENT,8,17668,T
396,PATIENT,6,17668,T
409,PATIENT,9,17668,T
438,PATIENT,8,17668,T
443,PATIENT,3,17668,T
453,PATIENT,3,17668,T
468,PATIENT,8,17668,T
474,PATIENT,4,17668,T
499,PATIENT,9,17668,T
544,PATIENT,4,17668,T
559,PATIENT,9,17668,T
673,PATIENT,3,17668,T
734,HCW,4,17668,T
743,HCW,3,17668,T
744,HCW,4,17668,T
796,HCW,6,17668,T
810,HCW,0,17668,T
868,HCW,8,17668,T
874,HCW,4,17668,T
917,HCW,7,17668,T
926,HCW,6,17668,T
927,HCW,7,17668,T
53,PATIENT,3,17668,T
64,PATIENT,4,17668,T
84,PATIENT,4,17668,T
93,PATIENT,3,17668,T
117,PATIENT,7,17668,T
125,PATIENT,5,17668,T
144,PATIENT,4,17668,T
213,PATIENT,3,17668,T
289,PATIENT,9,17668,T
329,PATIENT,9,17668,T
333,PATIENT,3,17668,T
339,PATIENT,9,17668,T
353,PATIENT,3,17668,T
389,PATIENT,9,17668,T
493,PATIENT,3,17668,T
534,PATIENT,4,17668,T
539,PATIENT,9,17668,T
699,PATIENT,9,17668,T
829,HCW,9,17668,T
883,HCW,3,17668,T
15,PATIENT,5,17668,T
24,PATIENT,4,17668,T
73,PATIENT,3,17668,T
88,PATIENT,8,17668,T
89,PATIENT,9,17668,T
103,PATIENT,3,17668,T
137,PATIENT,7,17668,T
176,PATIENT,6,17668,T
189,PATIENT,9,17668,T
219,PATIENT,9,17668,T
283,PATIENT,3,17668,T
328,PATIENT,8,17668,T
373,PATIENT,3,17668,T
378,PATIENT,8,17668,T
407,PATIENT,7,17668,T
428,PATIENT,8,17668,T
435,PATIENT,5,17668,T
473,PATIENT,3,17668,T
498,PATIENT,8,17668,T
586,PATIENT,6,17668,T
634,PATIENT,4,17668,T
647,PATIENT,7,17668,T
653,PATIENT,3,17668,T
659,PATIENT,9,17668,T
684,PATIENT,4,17668,T
709,HCW,9,17668,T
749,HCW,9,17668,T
834,HCW,4,17668,T
846,HCW,6,17668,T
920,HCW,0,17668,T
938,HCW,8,17668,T
969,HCW,9,17668,T
994,HCW,4,17668,T
7,PATIENT,7,17668,T
57,PATIENT,7,17668,T
97,PATIENT,7,17668,T
124,PATIENT,4,17668,T
168,PATIENT,8,17668,T
203,PATIENT,3,17668,T
204,PATIENT,4,17668,T
208,PATIENT,8,17668,T
238,PATIENT,8,17668,T
253,PATIENT,3,17668,T
254,PATIENT,4,17668,T
268,PATIENT,8,17668,T
269,PATIENT,9,17668,T
293,PATIENT,3,17668,T
299,PATIENT,9,17668,T
303,PATIENT,3,17668,T
318,PATIENT,8,17668,T
325,PATIENT,5,17668,T
399,PATIENT,9,17668,T
424,PATIENT,4,17668,T
448,PATIENT,8,17668,T
503,PATIENT,3,17668,T
514,PATIENT,4,17668,T
525,PATIENT,5,17668,T
533,PATIENT,3,17668,T
543,PATIENT,3,17668,T
549,PATIENT,9,17668,T
579,PATIENT,9,17668,T
597,PATIENT,7,17668,T
608,PATIENT,8,17668,T
654,PATIENT,4,17668,T
683,PATIENT,3,17668,T
731,HCW,1,17668,T
736,HCW,6,17668,T
739,HCW,9,17668,T
768,HCW,8,17668,T
773,HCW,3,17668,T
790,HCW,0,17668,T
803,HCW,3,17668,T
833,HCW,3,17668,T
879,HCW,9,17668,T
944,HCW,4,17668,T
999,HCW,9,17668,T
18,PATIENT,8,17668,T
43,PATIENT,3,17668,T
95,PATIENT,5,17668,T
98,PATIENT,8,17668,T
138,PATIENT,8,17668,T
145,PATIENT,5,17668,T
224,PATIENT,4,17668,T
295,PATIENT,5,17668,T
302,PATIENT,2,17668,T
319,PATIENT,9,17668,T
344,PATIENT,4,17668,T
464,PATIENT,4,17668,T
483,PATIENT,3,17668,T
488,PATIENT,8,17668,T
563,PATIENT,3,17668,T
600,PATIENT,0,17668,T
607,PATIENT,7,17668,T
613,PATIENT,3,17668,T
618,PATIENT,8,17668,T
619,PATIENT,9,17668,T
669,PATIENT,9,17668,T
674,PATIENT,4,17668,T
716,HCW,6,17668,T
774,HCW,4,17668,T
782,HCW,2,17668,T
794,HCW,4,17668,T
839,HCW,9,17668,T
842,HCW,2,17668,T
847,HCW,7,17668,T
894,HCW,4,17668,T
940,HCW,0,17668,T
946,HCW,6,17668,T
972,HCW,2,17668,T
989,HCW,9,17668,T
13,PATIENT,3,17668,T
16,PATIENT,6,17668,T
42,PATIENT,2,17668,T
44,PATIENT,4,17668,T
49,PATIENT,9,17668,T
83,PATIENT,3,17668,T
90,PATIENT,0,17668,T
136,PATIENT,6,17668,T
139,PATIENT,9,17668,T
143,PATIENT,3,17668,T
146,PATIENT,6,17668,T
154,PATIENT,4,17668,T
162,PATIENT,2,17668,T
196,PATIENT,6,17668,T
284,PATIENT,4,17668,T
287,PATIENT,7,17668,T
304,PATIENT,4,17668,T
309,PATIENT,9,17668,T
310,PATIENT,0,17668,T
384,PATIENT,4,17668,T
495,PATIENT,5,17668,T
545,PATIENT,5,17668,T
565,PATIENT,5,17668,T
596,PATIENT,6,17668,T
598,PATIENT,8,17668,T
616,PATIENT,6,17668,T
660,PATIENT,0,17668,T
664,PATIENT,4,17668,T
677,PATIENT,7,17668,T
708,HCW,8,17668,T
727,HCW,7,17668,T
798,HCW,8,17668,T
808,HCW,8,17668,T
809,HCW,9,17668,T
821,HCW,1,17668,T
845,HCW,5,17668,T
859,HCW,9,17668,T
869,HCW,9,17668,T
877,HCW,7,17668,T
895,HCW,5,17668,T
908,HCW,8,17668,T
953,HCW,3,17668,T
990,HCW,0,17668,T
28,PATIENT,8,17668,T
66,PATIENT,6,17668,T
69,PATIENT,9,17668,T
119,PATIENT,9,17668,T
147,PATIENT,7,17668,T
152,PATIENT,2,17668,T
153,PATIENT,3,17668,T
169,PATIENT,9,17668,T
170,PATIENT,0,17668,T
179,PATIENT,9,17668,T
192,PATIENT,2,17668,T
194,PATIENT,4,17668,T
249,PATIENT,9,17668,T
337,PATIENT,7,17668,T
356,PATIENT,6,17668,T
387,PATIENT,7,17668,T
394,PATIENT,4,17668,T
398,PATIENT,8,17668,T
403,PATIENT,3,17668,T
456,PATIENT,6,17668,T
486,PATIENT,6,17668,T
509,PATIENT,9,17668,T
524,PATIENT,4,17668,T
604,PATIENT,4,17668,T
642,PATIENT,2,17668,T
644,PATIENT,4,17668,T
646,PATIENT,6,17668,T
676,PATIENT,6,17668,T
686,PATIENT,6,17668,T
816,HCW,6,17668,T
819,HCW,9,17668,T
880,HCW,0,17668,T
914,HCW,4,17668,T
929,HCW,9,17668,T
959,HCW,9,17668,T
979,HCW,9,17668,T
4,PATIENT,4,17668,T
47,PATIENT,7,17668,T
75,PATIENT,5,17668,T
76,PATIENT,6,17668,T
82,PATIENT,2,17668,T
102,PATIENT,2,17668,T
116,PATIENT,6,17668,T
118,PATIENT,8,17668,T
128,PATIENT,8,17668,T
156,PATIENT,6,17668,T
165,PATIENT,5,17668,T
226,PATIENT,6,17668,T
250,PATIENT,0,17668,T
288,PATIENT,8,17668,T
298,PATIENT,8,17668,T
308,PATIENT,8,17668,T
314,PATIENT,4,17668,T
322,PATIENT,2,17668,T
349,PATIENT,9,17668,T
363,PATIENT,3,17668,T
369,PATIENT,9,17668,T
372,PATIENT,2,17668,T
379,PATIENT,9,17668,T
386,PATIENT,6,17668,T
442,PATIENT,2,17668,T
445,PATIENT,5,17668,T
469,PATIENT,9,17668,T
485,PATIENT,5,17668,T
497,PATIENT,7,17668,T
518,PATIENT,8,17668,T
526,PATIENT,6,17668,T
547,PATIENT,7,17668,T
573,PATIENT,3,17668,T
576,PATIENT,6,17668,T
584,PATIENT,4,17668,T
624,PATIENT,4,17668,T
629,PATIENT,9,17668,T
649,PATIENT,9,17668,T
657,PATIENT,7,17668,T
697,PATIENT,7,17668,T
704,HCW,4,17668,T
726,HCW,6,17668,T
746,HCW,6,17668,T
792,HCW,2,17668,T
804,HCW,4,17668,T
826,HCW,6,17668,T
840,HCW,0,17668,T
849,HCW,9,17668,T
862,HCW,2,17668,T
873,HCW,3,17668,T
876,HCW,6,17668,T
893,HCW,3,17668,T
898,HCW,8,17668,T
902,HCW,2,17668,T
909,HCW,9,17668,T
924,HCW,4,17668,T
925,HCW,5,17668,T
928,HCW,8,17668,T
968,HCW,8,17668,T
974,HCW,4,17668,T
978,HCW,8,17668,T
984,HCW,4,17668,T
987,HCW,7,17668,T
29,PATIENT,9,17668,T
48,PATIENT,8,17668,T
106,PATIENT,6,17668,T
127,PATIENT,7,17668,T
149,PATIENT,9,17668,T
160,PATIENT,0,17668,T
177,PATIENT,7,17668,T
237,PATIENT,7,17668,T
276,PATIENT,6,17668,T
343,PATIENT,3,17668,T
395,PATIENT,5,17668,T
405,PATIENT,5,17668,T
419,PATIENT,9,17668,T
422,PATIENT,2,17668,T
425,PATIENT,5,17668,T
447,PATIENT,7,17668,T
450,PATIENT,0,17668,T
462,PATIENT,2,17668,T
466,PATIENT,6,17668,T
480,PATIENT,0,17668,T
482,PATIENT,2,17668,T
484,PATIENT,4,17668,T
516,PATIENT,6,17668,T
520,PATIENT,0,17668,T
537,PATIENT,7,17668,T
569,PATIENT,9,17668,T
587,PATIENT,7,17668,T
612,PATIENT,2,17668,T
648,PATIENT,8,17668,T
650,PATIENT,0,17668,T
658,PATIENT,8,17668,T
670,PATIENT,0,17668,T
685,PATIENT,5,17668,T
695,PATIENT,5,17668,T
756,HCW,6,17668,T
765,HCW,5,17668,T
784,HCW,4,17668,T
865,HCW,5,17668,T
867,HCW,7,17668,T
934,HCW,4,17668,T
957,HCW,7,17668,T
958,HCW,8,17668,T
965,HCW,5,17668,T
38,PATIENT,8,17668,T
40,PATIENT,0,17668,T
67,PATIENT,7,17668,T
122,PATIENT,2,17668,T
178,PATIENT,8,17668,T
206,PATIENT,6,17668,T
212,PATIENT,2,17668,T
216,PATIENT,6,17668,T
228,PATIENT,8,17668,T
255,PATIENT,5,17668,T
348,PATIENT,8,17668,T
358,PATIENT,8,17668,T
366,PATIENT,6,17668,T
420,PATIENT,0,17668,T
477,PATIENT,7,17668,T
508,PATIENT,8,17668,T
522,PATIENT,2,17668,T
532,PATIENT,2,17668,T
583,PATIENT,3,17668,T
588,PATIENT,8,17668,T
680,PATIENT,0,17668,T
682,PATIENT,2,17668,T
730,HCW,0,17668,T
732,HCW,2,17668,T
747,HCW,7,17668,T
748,HCW,8,17668,T
757,HCW,7,17668,T
758,HCW,8,17668,T
764,HCW,4,17668,T
786,HCW,6,17668,T
864,HCW,4,17668,T
886,HCW,6,17668,T
892,HCW,2,17668,T
918,HCW,8,17668,T
923,HCW,3,17668,T
998,HCW,8,17668,T
10,PATIENT,0,17668,T
22,PATIENT,2,17668,T
62,PATIENT,2,17668,T
85,PATIENT,5,17668,T
86,PATIENT,6,17668,T
107,PATIENT,7,17668,T
187,PATIENT,7,17668,T
258,PATIENT,8,17668,T
260,PATIENT,0,17668,T
286,PATIENT,6,17668,T
324,PATIENT,4,17668,T
332,PATIENT,2,17668,T
345,PATIENT,5,17668,T
364,PATIENT,4,17668,T
380,PATIENT,0,17668,T
388,PATIENT,8,17668,T
404,PATIENT,4,17668,T
406,PATIENT,6,17668,T
408,PATIENT,8,17668,T
416,PATIENT,6,17668,T
432,PATIENT,2,17668,T
436,PATIENT,6,17668,T
460,PATIENT,0,17668,T
510,PATIENT,0,17668,T
517,PATIENT,7,17668,T
527,PATIENT,7,17668,T
528,PATIENT,8,17668,T
556,PATIENT,6,17668,T
560,PATIENT,0,17668,T
570,PATIENT,0,17668,T
605,PATIENT,5,17668,T
606,PATIENT,6,17668,T
662,PATIENT,2,17668,T
667,PATIENT,7,17668,T
752,HCW,2,17668,T
760,HCW,0,17668,T
776,HCW,6,17668,T
812,HCW,2,17668,T
884,HCW,4,17668,T
896,HCW,6,17668,T
906,HCW,6,17668,T
952,HCW,2,17668,T
956,HCW,6,17668,T
970,HCW,0,17668,T
983,HCW,3,17668,T
993,HCW,3,17668,T
12,PATIENT,2,17668,T
32,PATIENT,2,17668,T
46,PATIENT,6,17668,T
70,PATIENT,0,17668,T
77,PATIENT,7,17668,T
108,PATIENT,8,17668,T
109,PATIENT,9,17668,T
185,PATIENT,5,17668,T
